Interactor_A	Interactor_B	Interaction Detection Method	Publication 1st Author	Publication Identifiers
MED8	MED30	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
SUB1	ARGLU1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED29	MED6	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED6	GPS2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMA6	PSMC2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
NPM1	TPT1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
ANXA5	PGD	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
GPS2	MED14	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED20	MED14	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
CLTC	IPO5	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
XRCC6	RFC2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
LMNA	RPA1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED23	MED17	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
WDR82	PRMT6	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
GTPBP4	NOP56	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED20	MED17	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
ADRM1	PSMA2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
GTPBP4	NIFK	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
SMARCC2	MED14	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMC1	PSMD13	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
ANXA5	PSMB1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
COPB1	PSMD2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED8	MED4	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
FTSJ3	NOP56	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED18	GTPBP1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PTPN2	NCK1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
GPS2	MED17	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED18	GPS2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
TXN	TXN	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMB7	ADRM1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
SMARCD1	MED8	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
NPM1	YWHAZ	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED14	MED4	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PCNA	PPIG	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
TPM3	CALML5	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
RFC4	XRCC5	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED29	MED4	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PARP1	RFC4	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
HSP90AB1	FAXC	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
CSNK2B	MFAP1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED4	MED11	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMD1	PSMA2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED4	GTPBP1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
SMARCC2	FUBP1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED16	MED11	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
FTSJ3	GNL3L	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PAF1	CDC73	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
SMARCD1	GTPBP1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED15	MED30	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMA3	PSME1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
ANXA5	NVL	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MESD	MED20	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
GDI2	AKR1C3	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
SUPT16H	SSRP1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
NAT10	NOP56	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
AKR1C3	AKR1C3	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
XPO1	IPO5	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
XRCC6	RFC4	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED15	MED4	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
SMARCD1	MED4	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
DDOST	HSP90AB1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED29	MED30	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
FUBP1	MED17	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PHB	DDOST	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED15	MED11	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMA5	PSMC2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED18	MED23	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
FTSJ3	DDX47	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
SMARCA4	SMARCB1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
GTPBP4	GNL2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
SMARCD1	MED30	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
SMARCC2	MED18	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
CSNK2A1	DEK	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
SMARCC2	YLPM1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED4	MED27	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
GTPBP4	BOP1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
SMARCA4	MED17	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
NUTF2	PPIG	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
HSP90AB1	NVL	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
SMARCD1	MED15	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
HSPA4	PRDX1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PGD	NPM1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED29	MED20	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
ATG7	GABARAPL2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED29	MED14	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
SMARCD1	MED16	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
SMARCC2	MED11	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
GPS2	MED11	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
SSBP1	NUTF2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMC4	PSMD13	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED20	MED6	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
RFC1	RFC2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED15	MED8	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
ATP6V1A	IPO5	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMD2	PSMG2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
SMARCD1	MED11	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
SMARCA4	MED8	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED16	MED23	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
ADRM1	PSMD3	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
KIF23	FTSJ3	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MESD	MED4	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED23	GTPBP1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
FUBP1	MED18	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
ANXA5	PSMB3	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
ACTBL2	TPM3	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED29	MED27	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PGD	PPIG	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMC2	DNAJA1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
ANXA5	PHB	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
RPLP0	CLTC	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
ANXA5	PSMB4	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED30	GTPBP1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED20	MED11	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED14	GTPBP1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MESD	SMARCD1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED16	MED4	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
CLTC	COPB1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMA6	PSMC4	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MCM5	MCM7	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED6	MED4	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
RSL1D1	NOP2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
COPB1	KPNA2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
YWHAZ	AKR1C3	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
KIF23	RACGAP1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MYH10	PGAM2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
FTSJ3	GNL2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
SMARCD1	MED23	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED8	MED23	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
NTPCR	MYH10	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED29	MED11	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
ANXA5	PGAM2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSME1	PSMA1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
RFC4	RFC5	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
AP2M1	HEXIM1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
SNW1	EFTUD2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED29	MESD	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
CAD	COPB1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED15	GPS2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
CCNK	CDK9	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
CLTC	PSMC2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
EXOSC2	DIS3	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
ACTBL2	MYH10	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
SNW1	XAB2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
ENO1	TPM3	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
HSPA1A	PSMC2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
HEXIM1	LARP7	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED15	MED16	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
RFC5	RFC2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMC1	PSMA6	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
RPLP0	NVL	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
RFC5	TFAM	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
METTL16	MEPCE	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
XRCC5	RFC2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
RFC1	RPA1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MESD	MED16	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
EXOSC10	DIS3	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PPIG	NUTF2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
DDX18	NAT10	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
XAB2	ISY1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
SMARCC2	MED8	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
ANXA5	PSMA2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
NPM1	NUTF2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
GTPBP4	DDX47	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PCNA	PRDX1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
NOP2	CDC5L	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
TXNRD1	PRDX1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
COPB1	GFPT1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
FUBP1	MED8	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
ARGLU1	DHX38	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMC4	PSMG2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
ACVR1	ACVR1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED15	MED27	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
ANP32E	DMAP1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
TXNRD1	NUTF2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
BOP1	FTSJ3	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MESD	MED15	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
FAXC	NVL	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
CALML5	NTPCR	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
FUBP1	MED11	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
NCAM2	H4C3	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED23	MED11	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
SMARCC2	MED6	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
HSPA4	AKR1C3	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PIN1	CDC34	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED23	MED30	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMD2	GFPT1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED20	SMARCD1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
LEO1	DLD	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MYH10	FIBP	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
FAXC	NPM1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
FUBP1	MED14	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
TRAP1	LEO1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
ANXA5	HMGB1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
CSNK1A1	CSNK1A1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
ENO1	PGD	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
KPNA2	KPNA2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
NCBP1	LRPPRC	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
FAXC	GOLGA7	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
ENO1	GDI2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
GMPS	CSNK2B	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
NOP58	NAT10	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
