"","Aural Anomalies","Cerebral Anomalies","Ciliopathy","Coronary and Vascular Anomalies","Digestive Anomalies","Facial Anomalies","Hormonal Anomalies","Liver Anomalies","Nasal Anomalies","Neural Anomalies","Ophthalmic Anomalies","Organ Anomalies","Others","Renal Anomalies","Reproductive Anomalies","Respiratory Anomalies","Skeletal Anomalies","type_ciliopathy","Human.Gene.Name","Subcellular.Localization"
"219","1","0","primary.ciliary.dyskinesia","0","0","0","0","0","1","0","0","1","0","0","1","1","0","motile","AKNA","0"
"220","1","0","primary.ciliary.dyskinesia","0","0","0","0","0","1","0","0","1","0","0","1","1","0","motile","GOLGA3","0"
"221","1","0","primary.ciliary.dyskinesia","0","0","0","0","0","1","0","0","1","0","0","1","1","0","motile","SPAG6","1"
"222","1","0","primary.ciliary.dyskinesia","0","0","0","0","0","1","0","0","1","0","0","1","1","0","motile","RSPH3","1"
"223","1","0","primary.ciliary.dyskinesia","0","0","0","0","0","1","0","0","1","0","0","1","1","0","motile","CEP164","1"
"224","1","0","primary.ciliary.dyskinesia","0","0","0","0","0","1","0","0","1","0","0","1","1","0","motile","USP11","1"
"225","1","0","primary.ciliary.dyskinesia","0","0","0","0","0","1","0","0","1","0","0","1","1","0","motile","CRHR1","2"
"226","1","0","primary.ciliary.dyskinesia","0","0","0","0","0","1","0","0","1","0","0","1","1","0","motile","KRT34","0"
"227","1","0","primary.ciliary.dyskinesia","0","0","0","0","0","1","0","0","1","0","0","1","1","0","motile","DNAH7","0"
"228","1","0","primary.ciliary.dyskinesia","0","0","0","0","0","1","0","0","1","0","0","1","1","0","motile","OFD1","1"
"229","1","0","primary.ciliary.dyskinesia","0","0","0","0","0","1","0","0","1","0","0","1","1","0","motile","DNAH14","1"
"230","1","0","primary.ciliary.dyskinesia","0","0","0","0","0","1","0","0","1","0","0","1","1","0","motile","SPAG16","1"
"231","1","0","primary.ciliary.dyskinesia","0","0","0","0","0","1","0","0","1","0","0","1","1","0","motile","DYNLRB2","2"
"232","1","0","primary.ciliary.dyskinesia","0","0","0","0","0","1","0","0","1","0","0","1","1","0","motile","WDR16","0"
"233","1","0","primary.ciliary.dyskinesia","0","0","0","0","0","1","0","0","1","0","0","1","1","0","motile","BRWD1","1"
"234","1","0","primary.ciliary.dyskinesia","0","0","0","0","0","1","0","0","1","0","0","1","1","0","motile","CFAP74","1"
"235","0","0","retinal.dystrophy","0","1","0","0","0","0","0","1","0","0","0","0","0","1","Primary","CFAP410","0"
"236","0","0","retinal.dystrophy","0","1","0","0","0","0","0","1","0","0","0","0","0","1","Primary","CEP83","1"
"237","0","0","retinal.dystrophy","0","1","0","0","0","0","0","1","0","0","0","0","0","1","Primary","TTC21B","1"
"238","0","1","renal.hepatic.pancreatic.dysplasia","0","1","0","0","1","0","0","0","1","0","1","0","0","0","Primary","NPHP3","1"
"239","0","1","renal.hepatic.pancreatic.dysplasia","0","1","0","0","1","0","0","0","1","0","1","0","0","0","Primary","NEK8","1"
"240","0","1","renal.hepatic.pancreatic.dysplasia","0","1","0","0","1","0","0","0","1","0","1","0","0","0","Primary","DNAJB11","0"
"241","0","0","rhyns..syndrome","0","0","0","1","0","0","0","1","0","0","1","0","0","1","Primary","TMEM67","1"
"242","0","0","senior.løken.syndrome","1","1","0","0","0","0","0","1","0","1","1","0","0","0","Primary","NPHP1","1"
"243","0","0","senior.løken.syndrome","1","1","0","0","0","0","0","1","0","1","1","0","0","0","Primary","NPHP4","1"
"244","0","0","senior.løken.syndrome","1","1","0","0","0","0","0","1","0","1","1","0","0","0","Primary","IQCB1","1"
"245","0","0","senior.løken.syndrome","1","1","0","0","0","0","0","1","0","1","1","0","0","0","Primary","CEP290","1"
"246","0","0","senior.løken.syndrome","1","1","0","0","0","0","0","1","0","1","1","0","0","0","Primary","SDCCAG8","1"
"247","0","0","senior.løken.syndrome","1","1","0","0","0","0","0","1","0","1","1","0","0","0","Primary","WDR19","1"
"248","0","0","senior.løken.syndrome","1","1","0","0","0","0","0","1","0","1","1","0","0","0","Primary","TRAF3IP1","1"
"249","0","0","senior.løken.syndrome","1","1","0","0","0","0","0","1","0","1","1","0","0","0","Primary","NPHP3","1"
"250","0","0","smith.lemli.opitz.syndrome","1","0","1","0","0","0","0","1","0","1","0","0","0","1","Primary","DHCR7","0"
"251","0","0","spondylometaphyseal.dysplasia","0","0","0","0","0","0","0","1","1","0","0","0","0","1","Primary","CFAP410","0"
"252","0","0","spondylometaphyseal.dysplasia","0","0","0","0","0","0","0","1","1","0","0","0","0","1","Primary","FN1","2"
"253","0","0","spondylometaphyseal.dysplasia","0","0","0","0","0","0","0","1","1","0","0","0","0","1","Primary","TRPV4","1"
"254","0","0","spondylometaphyseal.dysplasia","0","0","0","0","0","0","0","1","1","0","0","0","0","1","Primary","PAM16","0"
"255","0","0","spondylometaphyseal.dysplasia","0","0","0","0","0","0","0","1","1","0","0","0","0","1","Primary","PRKG2","2"
"256","0","0","spondylometaphyseal.dysplasia","0","0","0","0","0","0","0","1","1","0","0","0","0","1","Primary","GPX4","0"
"257","0","0","spondylometaphyseal.dysplasia","0","0","0","0","0","0","0","1","1","0","0","0","0","1","Primary","ACP5","0"
"258","0","0","short.rib.thoracic.dysplasia","0","1","0","0","0","0","0","1","1","0","1","0","1","1","Primary","IFT80","1"
"259","0","0","short.rib.thoracic.dysplasia","0","1","0","0","0","0","0","1","1","0","1","0","1","1","Primary","DYNC2H1","0"
"260","0","0","short.rib.thoracic.dysplasia","0","1","0","0","0","0","0","1","1","0","1","0","1","1","Primary","TTC21B","1"
"261","0","0","short.rib.thoracic.dysplasia","0","1","0","0","0","0","0","1","1","0","1","0","1","1","Primary","WDR19","1"
"262","0","0","short.rib.thoracic.dysplasia","0","1","0","0","0","0","0","1","1","0","1","0","1","1","Primary","NEK1","0"
"263","0","0","short.rib.thoracic.dysplasia","0","1","0","0","0","0","0","1","1","0","1","0","1","1","Primary","WDR35","0"
"264","0","0","short.rib.thoracic.dysplasia","0","1","0","0","0","0","0","1","1","0","1","0","1","1","Primary","DYNC2I1","1"
"265","0","0","short.rib.thoracic.dysplasia","0","1","0","0","0","0","0","1","1","0","1","0","1","1","Primary","IFT140","1"
"266","0","0","short.rib.thoracic.dysplasia","0","1","0","0","0","0","0","1","1","0","1","0","1","1","Primary","IFT172","1"
"267","0","0","short.rib.thoracic.dysplasia","0","1","0","0","0","0","0","1","1","0","1","0","1","1","Primary","DYNC2I2","1"
"268","0","0","short.rib.thoracic.dysplasia","0","1","0","0","0","0","0","1","1","0","1","0","1","1","Primary","CEP120","0"
"269","0","0","short.rib.thoracic.dysplasia","0","1","0","0","0","0","0","1","1","0","1","0","1","1","Primary","KIAA0586","0"
"270","0","0","short.rib.thoracic.dysplasia","0","1","0","0","0","0","0","1","1","0","1","0","1","1","Primary","DYNC2LI1","1"
"271","0","0","short.rib.thoracic.dysplasia","0","1","0","0","0","0","0","1","1","0","1","0","1","1","Primary","IFT52","0"
"272","0","0","short.rib.thoracic.dysplasia","0","1","0","0","0","0","0","1","1","0","1","0","1","1","Primary","DYNLT2B","1"
"273","0","0","short.rib.thoracic.dysplasia","0","1","0","0","0","0","0","1","1","0","1","0","1","1","Primary","IFT43","0"
"274","0","0","short.rib.thoracic.dysplasia","0","1","0","0","0","0","0","1","1","0","1","0","1","1","Primary","IFT81","1"
"275","0","0","short.rib.thoracic.dysplasia","0","1","0","0","0","0","0","1","1","0","1","0","1","1","Primary","INTU","0"
"276","0","0","short.rib.thoracic.dysplasia","0","1","0","0","0","0","0","1","1","0","1","0","1","1","Primary","KIAA0753","0"
"277","0","0","short.rib.thoracic.dysplasia","0","1","0","0","0","0","0","1","1","0","1","0","1","1","Primary","GRK2","0"
"278","0","1","stromme.syndrome","0","1","1","0","0","0","0","1","0","0","0","0","0","0","Primary","CENPF","1"
"279","1","0","weyers.acrofacial.dysostosis","0","0","1","0","0","0","0","0","0","0","0","0","0","1","Primary","EVC","1"
"280","1","0","weyers.acrofacial.dysostosis","0","0","1","0","0","0","0","0","0","0","0","0","0","1","Primary","EVC2","1"
"281","0","1","ataxia.telangiectasia.like.disorder","0","0","0","0","0","0","0","1","0","1","0","0","0","0","Secondary","MRE11","0"
"282","0","1","ataxia.telangiectasia.like.disorder","0","0","0","0","0","0","0","1","0","1","0","0","0","0","Secondary","PCNA","0"
"283","0","0","birt.hogg.dubé.syndrome","0","0","0","0","0","0","0","0","1","0","1","0","0","0","motile","FLCN","1"
"284","0","1","cornelia.de.lange.syndrome","1","1","1","1","0","0","1","0","1","1","0","0","0","1","Secondary","NIPBL","0"
"285","0","1","cornelia.de.lange.syndrome","1","1","1","1","0","0","1","0","1","1","0","0","0","1","Secondary","SMC1A","1"
"286","0","1","cornelia.de.lange.syndrome","1","1","1","1","0","0","1","0","1","1","0","0","0","1","Secondary","SMC3","1"
"287","0","1","cornelia.de.lange.syndrome","1","1","1","1","0","0","1","0","1","1","0","0","0","1","Secondary","RAD21","0"
"288","0","1","cornelia.de.lange.syndrome","1","1","1","1","0","0","1","0","1","1","0","0","0","1","Secondary","HDAC8","2"
"289","0","1","cornelia.de.lange.syndrome","1","1","1","1","0","0","1","0","1","1","0","0","0","1","Secondary","ANKRD11","0"
"290","0","1","cornelia.de.lange.syndrome","1","1","1","1","0","0","1","0","1","1","0","0","0","1","Secondary","BRD4","0"
"291","0","0","cone.rod.dystrophy","0","0","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","CRX","2"
"292","0","0","cone.rod.dystrophy","0","0","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","ABCA4","0"
"293","0","0","cone.rod.dystrophy","0","0","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","PDE6C","1"
"294","0","0","cone.rod.dystrophy","0","0","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","PITPNM3","0"
"295","0","0","cone.rod.dystrophy","0","0","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","GUCY2D","1"
"296","0","0","cone.rod.dystrophy","0","0","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","RIMS1","2"
"297","0","0","cone.rod.dystrophy","0","0","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","ADAM9","1"
"298","0","0","cone.rod.dystrophy","0","0","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","SEMA4A","2"
"299","0","0","cone.rod.dystrophy","0","0","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","RAX2","0"
"300","0","0","cone.rod.dystrophy","0","0","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","PROM1","2"
"301","0","0","cone.rod.dystrophy","0","0","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","RPGRIP1","0"
"302","0","0","cone.rod.dystrophy","0","0","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","GUCA1A","0"
"303","0","0","cone.rod.dystrophy","0","0","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","CDHR1","1"
"304","0","0","cone.rod.dystrophy","0","0","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","C8orf37","1"
"305","0","0","cone.rod.dystrophy","0","0","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","RAB28","1"
"306","0","0","cone.rod.dystrophy","0","0","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","TTLL5","1"
"307","0","0","cone.rod.dystrophy","0","0","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","POC1B","0"
"308","0","0","cone.rod.dystrophy","0","0","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","DRAM2","0"
"309","0","0","cone.rod.dystrophy","0","0","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","TLCD3B","2"
"310","0","0","cone.rod.dystrophy","0","0","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","RPGR","1"
"311","0","0","cone.rod.dystrophy","0","0","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","CACNA1F","2"
"312","0","0","cone.rod.dystrophy","0","0","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","DYNC2I2","1"
"313","0","1","carpenter.syndrome","0","1","1","0","0","0","1","0","0","1","0","1","0","1","Secondary","RAB23","1"
"314","0","1","carpenter.syndrome","0","1","1","0","0","0","1","0","0","1","0","1","0","1","Secondary","MEGF8","2"
"315","0","0","juvenile.myoclonic.epilepsy","0","0","0","0","0","0","1","0","0","0","0","0","0","0","motile","EFHC1","1"
"316","0","0","juvenile.myoclonic.epilepsy","0","0","0","0","0","0","1","0","0","0","0","0","0","0","motile","GABRA1","0"
"317","0","0","juvenile.myoclonic.epilepsy","0","0","0","0","0","0","1","0","0","0","0","0","0","0","motile","CACNB4","2"
"318","0","0","juvenile.myoclonic.epilepsy","0","0","0","0","0","0","1","0","0","0","0","0","0","0","motile","GABRD","0"
"319","0","0","juvenile.myoclonic.epilepsy","0","0","0","0","0","0","1","0","0","0","0","0","0","0","motile","CLCN2","0"
"320","0","0","juvenile.myoclonic.epilepsy","0","0","0","0","0","0","1","0","0","0","0","0","0","0","motile","ICK","1"
"321","0","0","congenital.heart.disease","1","0","0","0","0","0","1","0","0","1","0","0","1","0","Secondary","GATA6","0"
"322","0","1","holoprosencephaly","0","0","1","0","0","0","0","0","1","0","0","0","0","0","Secondary","SIX3","0"
"323","0","1","holoprosencephaly","0","0","1","0","0","0","0","0","1","0","0","0","0","0","Secondary","SHH","1"
"324","0","1","holoprosencephaly","0","0","1","0","0","0","0","0","1","0","0","0","0","0","Secondary","TGIF1","0"
"325","0","1","holoprosencephaly","0","0","1","0","0","0","0","0","1","0","0","0","0","0","Secondary","ZIC2","0"
"326","0","1","holoprosencephaly","0","0","1","0","0","0","0","0","1","0","0","0","0","0","Secondary","PTCH1","1"
"327","0","1","holoprosencephaly","0","0","1","0","0","0","0","0","1","0","0","0","0","0","Secondary","GLI2","1"
"328","0","1","holoprosencephaly","0","0","1","0","0","0","0","0","1","0","0","0","0","0","Secondary","CDON","2"
"329","0","1","holoprosencephaly","0","0","1","0","0","0","0","0","1","0","0","0","0","0","Secondary","CNOT1","0"
"330","0","1","holoprosencephaly","0","0","1","0","0","0","0","0","1","0","0","0","0","0","Secondary","STAG2","0"
"331","0","0","visceral.heterotaxy","1","0","0","0","0","0","0","0","1","0","0","0","0","0","Secondary","ZIC3","0"
"332","0","0","visceral.heterotaxy","1","0","0","0","0","0","0","0","1","0","0","0","0","0","Secondary","CFC1","2"
"333","0","0","visceral.heterotaxy","1","0","0","0","0","0","0","0","1","0","0","0","0","0","Secondary","SESN1","0"
"334","0","0","visceral.heterotaxy","1","0","0","0","0","0","0","0","1","0","0","0","0","0","Secondary","ACVR2B","2"
"335","0","0","visceral.heterotaxy","1","0","0","0","0","0","0","0","1","0","0","0","0","0","Secondary","NODAL","2"
"336","0","0","visceral.heterotaxy","1","0","0","0","0","0","0","0","1","0","0","0","0","0","Secondary","CFAP53","1"
"337","0","0","visceral.heterotaxy","1","0","0","0","0","0","0","0","1","0","0","0","0","0","Secondary","MMP21","2"
"338","0","0","visceral.heterotaxy","1","0","0","0","0","0","0","0","1","0","0","0","0","0","Secondary","PKD1L1","1"
"339","0","0","visceral.heterotaxy","1","0","0","0","0","0","0","0","1","0","0","0","0","0","Secondary","MNS1","1"
"340","0","0","visceral.heterotaxy","1","0","0","0","0","0","0","0","1","0","0","0","0","0","Secondary","CFAP52","0"
"341","0","0","visceral.heterotaxy","1","0","0","0","0","0","0","0","1","0","0","0","0","0","Secondary","CFAP45","1"
"342","0","0","visceral.heterotaxy","1","0","0","0","0","0","0","0","1","0","0","0","0","0","Secondary","TTC21B","1"
"343","0","0","visceral.heterotaxy","1","0","0","0","0","0","0","0","1","0","0","0","0","0","Secondary","CC2D1A","0"
"344","0","0","leber.congenital.amaurosis","0","1","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","GUCY2D","1"
"345","0","0","leber.congenital.amaurosis","0","1","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","RPE65","2"
"346","0","0","leber.congenital.amaurosis","0","1","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","SPATA7","1"
"347","0","0","leber.congenital.amaurosis","0","1","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","AIPL1","1"
"348","0","0","leber.congenital.amaurosis","0","1","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","LCA5","1"
"349","0","0","leber.congenital.amaurosis","0","1","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","RPGRIP1","0"
"350","0","0","leber.congenital.amaurosis","0","1","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","CRX","2"
"351","0","0","leber.congenital.amaurosis","0","1","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","CRB1","0"
"352","0","0","leber.congenital.amaurosis","0","1","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","NMNAT1","0"
"353","0","0","leber.congenital.amaurosis","0","1","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","CEP290","1"
"354","0","0","leber.congenital.amaurosis","0","1","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","IMPDH1","0"
"355","0","0","leber.congenital.amaurosis","0","1","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","RD3","2"
"356","0","0","leber.congenital.amaurosis","0","1","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","RDH12","2"
"357","0","0","leber.congenital.amaurosis","0","1","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","LRAT","0"
"358","0","0","leber.congenital.amaurosis","0","1","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","TULP1","1"
"359","0","0","leber.congenital.amaurosis","0","1","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","KCNJ13","0"
"360","0","0","leber.congenital.amaurosis","0","1","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","GDF6","0"
"361","0","0","leber.congenital.amaurosis","0","1","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","PRPH2","1"
"362","0","0","leber.congenital.amaurosis","0","1","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","USP45","0"
"363","0","0","leber.congenital.amaurosis","0","1","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","IQCB1","1"
"364","0","0","leber.congenital.amaurosis","0","1","0","0","0","0","1","1","0","0","0","0","0","0","Secondary","INPP5E","1"
"365","0","0","laurence.moon.syndrome","0","0","0","1","0","0","1","1","1","0","0","1","0","0","Secondary","PNPLA6","0"
"366","0","1","multinucleated.neurons..anhydramnios..renal.dysplasia..cerebellar.hypoplasia..and.hydranencephaly","0","0","0","0","0","0","0","1","0","1","1","0","0","1","Secondary","CEP55","0"
"367","0","1","medulloblastoma","0","1","0","0","0","0","1","1","0","1","0","0","0","0","Secondary","PTCH2","1"
"368","0","1","medulloblastoma","0","1","0","0","0","0","1","1","0","1","0","0","0","0","Secondary","CTNNB1","0"
"369","0","1","medulloblastoma","0","1","0","0","0","0","1","1","0","1","0","0","0","0","Secondary","SUFU","1"
"370","0","1","medulloblastoma","0","1","0","0","0","0","1","1","0","1","0","0","0","0","Secondary","BRCA2","0"
"371","0","1","medulloblastoma","0","1","0","0","0","0","1","1","0","1","0","0","0","0","Secondary","ELP1","0"
"372","0","0","mental.retardation..truncal.obesity..retinal.dystrophy..and.micropenis","0","1","0","0","0","0","1","1","0","0","0","1","0","0","Secondary","INPP5E","1"
"373","0","0","neonatal.sclerosing.cholangitis","1","0","0","0","1","0","0","0","0","1","1","0","0","0","Secondary","DCDC2","1"
"374","0","1","pallister.hall.syndrome","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Secondary","GLI3","1"
"375","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","RP1","1"
"376","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","RP2","0"
"377","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","RPGR","1"
"378","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","RHO","1"
"379","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","ROM1","1"
"380","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","RP9","0"
"381","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","IMPDH1","0"
"382","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","PRPF31","1"
"383","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","CRB1","0"
"384","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","RDH12","2"
"385","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","TULP1","1"
"386","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","PRPF31","1"
"387","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","ABCA4","0"
"388","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","RPE65","2"
"389","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","OFD1","1"
"390","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","EYS","1"
"391","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","CERKL","1"
"392","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","NRL","0"
"393","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","FAM161A","1"
"394","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","FSCN2","1"
"395","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","TOPORS","0"
"396","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","CLCC1","0"
"397","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","SNRNP200","1"
"398","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","SEMA4A","2"
"399","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","PRCD","2"
"400","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","NR2E3","2"
"401","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","MERTK","0"
"402","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","USH2A","0"
"403","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","PDE6B","0"
"404","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","PROM1","2"
"405","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","KLHL7","0"
"406","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","PDE6A","2"
"407","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","RGR","0"
"408","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","CNGB1","0"
"409","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","IDH3B","0"
"410","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","SAG","2"
"411","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","GUCA1B","2"
"412","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","CNGA1","0"
"413","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","BEST1","2"
"414","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","TTC8","0"
"415","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","PCARE","1"
"416","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","ARL6","1"
"417","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","IMPG2","2"
"418","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","PDE6G","0"
"419","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","ZNF513","2"
"420","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","DHDDS","0"
"421","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","PRPF6","1"
"422","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","CLRN1","1"
"423","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","MAK","1"
"424","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","C8orf37","1"
"425","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","CDHR1","1"
"426","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","RBP3","2"
"427","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","NEK2","0"
"428","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","SLC7A14","0"
"429","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","KIZ","0"
"430","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","PRPF4","1"
"431","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","IFT172","1"
"432","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","ZNF408","0"
"433","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","HGSNAT","2"
"434","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","BBS2","1"
"435","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","AGBL5","0"
"436","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","POMGNT1","0"
"437","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","REEP6","0"
"438","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","ARHGEF18","0"
"439","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","HK1","0"
"440","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","IFT140","1"
"441","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","IFT43","0"
"442","0","0","retinitis.pigmentosa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","Secondary","ARL3","1"
