"","Aural Anomalies","Cerebral Anomalies","Ciliopathy","Coronary and Vascular Anomalies","Digestive Anomalies","Facial Anomalies","Hormonal Anomalies","Liver Anomalies","Nasal Anomalies","Neural Anomalies","Ophthalmic Anomalies","Organ Anomalies","Others","Renal Anomalies","Reproductive Anomalies","Respiratory Anomalies","Skeletal Anomalies","Human.Gene.Name","Subcellular.Localization"
"423",0,0,80,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1
"424",0,0,80,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3,1
"425",0,0,80,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,1
"426",0,0,80,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,2
"427",0,0,80,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
"428",0,0,80,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
"429",0,0,80,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
"430",0,0,80,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1
"431",0,0,80,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3,1
"432",0,0,80,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
"433",0,0,80,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,2
"434",0,0,80,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,1
"435",0,0,80,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
"436",0,0,80,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
"437",0,0,80,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
"438",0,0,80,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
"439",0,0,80,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
"440",0,0,80,0,0,0,1,0,0,1,1,0,0,0,0,0,0,4,1
"441",0,0,80,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3,0
"442",0,0,80,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,1
"443",0,0,80,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
"444",0,0,80,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
"445",0,0,80,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1
"446",0,0,80,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3,2
"447",0,0,80,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1
"448",0,0,80,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1
"449",0,0,80,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
"450",0,0,80,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,2
"451",0,0,80,0,0,0,1,0,0,1,1,0,0,0,0,0,0,7,1
"452",0,0,80,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3,1
"453",0,0,80,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,1
"454",0,0,80,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1
"455",1,1,38,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
"456",1,1,38,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
"457",1,1,38,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
"458",1,1,38,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
"459",1,1,38,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1
"460",1,1,38,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,2
"461",1,1,38,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1
"462",1,1,38,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1
"463",1,1,38,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
"464",1,1,38,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1
"465",1,1,38,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,2
"466",1,1,38,0,1,0,0,0,0,1,1,0,1,0,0,0,1,2,0
"467",1,1,38,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
"468",1,1,38,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,2
"469",1,1,38,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,2
"470",1,1,38,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,2
"471",1,1,38,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
"472",1,1,38,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
"473",1,1,38,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
"474",1,1,38,0,1,0,0,0,0,1,1,0,1,0,0,0,1,2,0
"475",1,1,38,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
"476",1,1,38,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,2
"477",1,1,38,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,2
"478",1,1,38,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
"479",1,1,38,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
"480",1,1,38,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
"481",1,1,38,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
"482",1,1,38,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,2
"483",1,1,38,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,2
"484",1,1,38,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,2
"485",1,1,38,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
"486",1,1,38,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,2
"487",1,1,38,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
"488",1,1,38,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
"489",1,1,38,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
"490",1,1,38,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
"491",1,1,38,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
"492",1,1,38,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
"493",0,0,2,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
"494",0,0,2,1,0,1,0,0,1,0,0,0,1,0,0,0,1,5,1
"495",0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,2
"496",0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0
"497",1,0,2,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0
"498",1,0,2,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0
"499",1,1,13,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1
"500",1,1,13,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
"501",1,1,13,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
"502",1,1,13,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1
"503",1,1,13,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1
"504",1,1,13,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1
"505",1,1,13,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0
"506",1,1,13,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1
"507",1,1,13,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1
"508",1,1,13,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1
"509",1,1,13,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,1
"510",1,1,13,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
"511",1,1,13,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,2
